"","Nachname","Vorname","Geburtsjahr","Frau","Partei","Stimmen","Listenplatz","Liste","Gewaehlt","Kanton","Alter","Sitze"
"nr2641","Schmid","Samuel",1972,0,"Ü",682,1,"19",0,"AG",43,16
"nr2651","Ellenberger","Bruno",1958,0,"Ü",500,2,"19",0,"AG",57,16
"nr2661","Weniger","Robert",1967,0,"Ü",228,3,"19",0,"AG",48,16
"nr2671","Lafatas","Manuela",1966,1,"Ü",195,4,"19",0,"AG",49,16
"nr2681","Schmid","Christoph",1970,0,"Ü",594,5,"19",0,"AG",45,16
"nr2691","Dubois","Richard",1955,0,"Ü",186,6,"19",0,"AG",60,16
"nr2701","Lieberherr","Mirjam",1983,1,"Ü",270,7,"19",0,"AG",32,16
"nr2715","Hofmann","Christian",1959,0,"Ü",318,8,"19",0,"AG",56,16
"nr2722","Bürgi","Marcel",1974,0,"Ü",296,9,"19",0,"AG",41,16
"nr2731","Brunner","Bettina",1988,1,"Ü",223,10,"19",0,"AG",27,16
"nr2741","Peyer","Samuel",1957,0,"Ü",2279,1,"20",0,"AG",58,16
"nr2751","Schöni","Theres",1962,1,"Ü",496,1,"21",0,"AG",53,16
"nr2761","Michel","Gerry",1968,0,"Ü",400,2,"21",0,"AG",47,16
"nr2771","Schöni","Daniel",1957,0,"Ü",433,3,"21",0,"AG",58,16
"nr2781","Cassini","Cäcilia",1951,1,"Ü",1162,1,"22",0,"AG",64,16
"nr2791","Stroo","Beat",1963,0,"Ü",1111,2,"22",0,"AG",52,16
"nr2801","Schmutz","Margaretha",1951,1,"Ü",1161,3,"22",0,"AG",64,16
"nr2815","Schmuziger","Marc",1960,0,"Ü",1258,4,"22",0,"AG",55,16
"nr2822","Thommen","Andreas",1966,0,"Ü",4948,1,"23",0,"AG",49,16
"nr2831","Keller","Cornelia",1967,1,"Ü",3893,2,"23",0,"AG",48,16
"nr2841","Gagneux","Alec",1959,0,"Ü",3018,3,"23",0,"AG",56,16
"nr2851","Ursprung","Markus",1955,0,"Ü",2665,4,"23",0,"AG",60,16
"nr2861","Stauss","Reto",1973,0,"Ü",2579,5,"23",0,"AG",42,16
"nr2871","Roth","Hans Peter",1967,0,"Ü",2266,6,"23",0,"AG",48,16
"nr340","Casanova-Maron","Angela",1959,1,"FDP",4580,1,"1",0,"GR",56,5
"nr1109","Pfäffli","Michael",1962,0,"FDP",5437,2,"1",0,"GR",53,5
"nr2106","Kasper","Christian",1959,0,"FDP",3417,3,"1",0,"GR",56,5
"nr347","Holliger","Raphaela",1990,1,"FDP",2045,4,"1",0,"GR",25,5
"nr427","Kunz","Rudolf",1971,0,"FDP",4303,5,"1",0,"GR",44,5
"nr527","Caluori","Corina",1987,1,"CVP",945,1,"2",0,"GR",28,5
"nr626","Epp","René",1982,0,"CVP",1788,2,"2",0,"GR",33,5
"nr726","Ventrici","Caterina",1988,1,"CVP",752,3,"2",0,"GR",27,5
"nr826","Schneider","Tino",1991,0,"CVP",661,4,"2",0,"GR",24,5
"nr926","Janka","Melanie",1991,1,"CVP",1002,5,"2",0,"GR",24,5
"nr1026","Stocker","Nicola",1995,0,"SVP",673,1,"3",0,"GR",20,5
"nr1126","Bärtsch","Daniela",1992,1,"SVP",422,2,"3",0,"GR",23,5
"nr1225","Walti","Daniel",1989,0,"SVP",534,3,"3",0,"GR",26,5
"nr1320","Wiesendanger","Marco",1987,0,"SVP",338,4,"3",0,"GR",28,5
"nr1420","Nespolo","Fabio",1996,0,"SVP",445,5,"3",0,"GR",19,5
"nr1520","Semadeni","Silva",1952,1,"SP",14863,1,"4",1,"GR",63,5
"nr1620","Pult","Jon",1984,0,"SP",14348,2,"4",0,"GR",31,5
"nr1720","Bay","Hanna",1992,1,"SP",5845,3,"4",0,"GR",23,5
"nr1816","Baselgia","Beatrice",1956,1,"SP",6965,4,"4",0,"GR",59,5
"nr1916","Thöny","Andreas",1968,0,"SP",6146,5,"4",0,"GR",47,5
"nr2016","Brand","Heinz",1955,0,"SVP",23183,1,"5",1,"GR",60,5
"nr2116","Favre Accola","Valérie",1973,1,"SVP",8157,2,"5",0,"GR",42,5
"nr2216","Koch","Jan",1984,0,"SVP",5045,3,"5",0,"GR",31,5
"nr2316","Zanolari","Livio",1955,0,"SVP",6833,4,"5",0,"GR",60,5
"nr2416","Rieder","Rico",1966,0,"SVP",5188,5,"5",0,"GR",49,5
"nr2516","Bezzola","Flurina",1986,1,"SP",1038,1,"6",0,"GR",29,5
"nr2616","Weber","Deborah",1995,1,"SP",825,2,"6",0,"GR",20,5
"nr2716","Pajic","Pascal",1993,0,"SP",1013,3,"6",0,"GR",22,5
"nr2816","Huber","Dominik",1993,0,"SP",625,4,"6",0,"GR",22,5
"nr2915","Camenisch","Fabian",1995,0,"SP",492,5,"6",0,"GR",20,5
"nr3015","Martullo-Blocher","Magdalena",1969,1,"SVP",18901,1,"7",1,"GR",46,5
"nr3115","Nay","Beath",1969,0,"SVP",3660,2,"7",0,"GR",46,5
"nr3214","Cortesi","Mario",1960,0,"SVP",3288,3,"7",0,"GR",55,5
"nr3311","Candrian","Martin",1965,0,"SVP",3475,4,"7",0,"GR",50,5
"nr348","Casutt","Renatus",1951,0,"SVP",3270,5,"7",0,"GR",64,5
"nr357","Michel","Hans Peter",1954,0,"FDP",6846,1,"8",0,"GR",61,5
"nr367","Niederberger","Karin",1970,1,"FDP",2182,2,"8",0,"GR",45,5
"nr377","Cadruvi","Urs",1973,0,"FDP",3041,3,"8",0,"GR",42,5
"nr387","Stiffler","Vera",1974,1,"FDP",1995,4,"8",0,"GR",41,5
"nr397","Michael","Maurizio",1970,0,"FDP",2119,5,"8",0,"GR",45,5
"nr407","Binkert Becchetti","Gabriella",1960,1,"SVP",762,1,"9",0,"GR",55,5
"nr4112","Accola","Paul",1967,0,"SVP",1510,2,"9",0,"GR",48,5
"nr428","Nell","Viktor",1940,0,"SVP",196,3,"9",0,"GR",75,5
"nr437","Lippuner","Hansjürg",1961,0,"SVP",251,4,"9",0,"GR",54,5
"nr447","Eggerschwiler","Harry",1946,0,"SVP",208,5,"9",0,"GR",69,5
"nr457","Fetz","Manuela",1990,1,"FDP",545,1,"10",0,"GR",25,5
"nr467","Wellinger","Dario",1987,0,"FDP",695,2,"10",0,"GR",28,5
"nr477","Rizzi","Jamie",1994,0,"FDP",473,3,"10",0,"GR",21,5
"nr487","Müller","Christian",1990,0,"FDP",294,4,"10",0,"GR",25,5
"nr497","Valär","Nina",1991,1,"FDP",422,5,"10",0,"GR",24,5
"nr507","Candinas","Martin",1980,0,"CVP",21782,1,"11",1,"GR",35,5
"nr5112","Caluori","Franz Sepp",1959,0,"CVP",5329,2,"11",0,"GR",56,5
"nr528","Casutt-Derungs","Silvia",1958,1,"CVP",6143,3,"11",0,"GR",57,5
"nr537","Della Vedova","Alessandro",1970,0,"CVP",5577,4,"11",0,"GR",45,5
"nr546","Albertin","Daniel",1971,0,"CVP",4162,5,"11",0,"GR",44,5
"nr556","Campell","Duri",1963,0,"BDP",12570,1,"12",1,"GR",52,5
"nr566","Mani-Heldstab","Elisabeth",1954,1,"BDP",7124,2,"12",0,"GR",61,5
"nr576","Felix","Andreas",1964,0,"BDP",8671,3,"12",0,"GR",51,5
"nr586","Hardegger","Urs",1958,0,"BDP",5508,4,"12",0,"GR",57,5
"nr596","Buchli","Daniel",1963,0,"BDP",5819,5,"12",0,"GR",52,5
"nr606","Gasser","Josias F.",1952,0,"GLP",12990,1,"13",0,"GR",63,5
"nr6111","Tannò","Aline",1982,1,"GLP",2465,2,"13",0,"GR",33,5
"nr627","von Ballmoos","Walter",1972,0,"GLP",2951,3,"13",0,"GR",43,5
"nr636","Leuthold","Ursula",1965,1,"GLP",2583,4,"13",0,"GR",50,5
"nr646","Stricker","Christian",1962,0,"GLP",2182,5,"13",0,"GR",53,5
"nr656","Neyer","Sarah",1992,1,"BDP",1037,1,"14",0,"GR",23,5
"nr666","Hofer","Tim",1994,0,"BDP",461,2,"14",0,"GR",21,5
"nr676","Graf","Pascal",1994,0,"BDP",334,3,"14",0,"GR",21,5
"nr686","Lorez","Fabrizio",1997,0,"BDP",498,4,"14",0,"GR",18,5
"nr696","Heinrich","Luca",1997,0,"Ü",520,1,"15",0,"GR",18,5
"nr349","Burkhard","Andreas",1990,0,"CVP",2199,1,"1",0,"SG",25,12
"nr1127","Strasser","Andrina",1991,1,"CVP",2162,2,"1",0,"SG",24,12
"nr2107","Steinmann","Cristina",1989,1,"CVP",1500,3,"1",0,"SG",26,12
"nr350","Hutter","Fabian",1988,0,"CVP",2180,4,"1",0,"SG",27,12
"nr429","Meier","Florian",1989,0,"CVP",1755,5,"1",0,"SG",26,12
"nr529","Frei","Luca",1996,0,"CVP",1346,6,"1",0,"SG",19,12
"nr628","Berisha","Prend",1993,0,"CVP",1657,7,"1",0,"SG",22,12
"nr727","Mösch","Raphael",1986,0,"CVP",1813,8,"1",0,"SG",29,12
"nr827","Koch","Sandro",1994,0,"CVP",1944,9,"1",0,"SG",21,12
"nr927","Morelli","Sandro",1990,0,"CVP",3178,10,"1",0,"SG",25,12
"nr1027","Hofstetter","Thomas",1987,0,"CVP",2728,11,"1",0,"SG",28,12
"nr1128","Rasaj","Veton",1996,0,"CVP",1344,12,"1",0,"SG",19,12
"nr1226","Lamprecht","Odilo",1987,0,"FDP",1477,1,"2",0,"SG",28,12
"nr1324","Stäheli","Pascal",1989,0,"FDP",1408,2,"2",0,"SG",26,12
"nr1424","Bünzli","Fabienne",1990,1,"FDP",2156,3,"2",0,"SG",25,12
"nr1524","Flückiger","Marc",1981,0,"FDP",1894,4,"2",0,"SG",34,12
"nr1624","Zhuta","Egzon",1989,0,"FDP",1341,5,"2",0,"SG",26,12
"nr1724","Maron","Lucio",1983,0,"FDP",1114,6,"2",0,"SG",32,12
"nr1817","Senn","Pascal",1990,0,"FDP",1302,7,"2",0,"SG",25,12
"nr1917","Fritschi","Stefan",1994,0,"FDP",1070,8,"2",0,"SG",21,12
"nr2017","Blank","Thomas",1988,0,"FDP",1360,9,"2",0,"SG",27,12
"nr2117","Schweizer","Jannik",1991,0,"FDP",2086,10,"2",0,"SG",24,12
"nr2217","Wehrle","Louis",1995,0,"FDP",1001,11,"2",0,"SG",20,12
"nr2317","Barman","Yusuf",1991,0,"FDP",816,12,"2",0,"SG",24,12
"nr2417","Büchler","Jakob",1952,0,"CVP",29066,1,"3",1,"SG",63,12
"nr2517","Ritter","Markus",1967,0,"CVP",37180,2,"3",1,"SG",48,12
"nr2617","Dürr","Barbara",1963,1,"CVP",19303,3,"3",0,"SG",52,12
"nr2717","Storchenegger","Martha",1964,1,"CVP",16955,4,"3",0,"SG",51,12
"nr2817","Suter","Yvonne",1977,1,"CVP",18756,5,"3",0,"SG",38,12
"nr2916","Ammann","Thomas",1964,0,"CVP",22239,6,"3",1,"SG",51,12
"nr3016","Bischofberger","Felix",1968,0,"CVP",16114,7,"3",0,"SG",47,12
"nr3116","Damann","Bruno",1957,0,"CVP",17203,8,"3",0,"SG",58,12
"nr3215","Fust","Lukas",1983,0,"CVP",11200,9,"3",0,"SG",32,12
"nr3312","Imper-Filli","David",1964,0,"CVP",17356,10,"3",0,"SG",51,12
"nr3410","Paganini","Nicolo",1966,0,"CVP",20164,11,"3",0,"SG",49,12
"nr358","Sartory","Beda",1950,0,"CVP",12381,12,"3",0,"SG",65,12
"nr368","Oppliger","Hans",1957,0,"EVP",6249,1,"4",0,"SG",58,12
"nr378","Müller","Jascha",1965,0,"EVP",2753,2,"4",0,"SG",50,12
"nr388","Schweizer","Ursi",1963,1,"EVP",2695,3,"4",0,"SG",52,12
"nr398","Rutz","Roman",1985,0,"EVP",2644,4,"4",0,"SG",30,12
"nr408","Bertoldo","Daniel",1961,0,"EVP",2281,5,"4",0,"SG",54,12
"nr4113","Gubelmann","Irene",1958,1,"EVP",2279,6,"4",0,"SG",57,12
"nr4210","Stübi","Samuel",1990,0,"EVP",1612,7,"4",0,"SG",25,12
"nr438","Bärlocher","Wieland",1965,0,"EVP",2167,8,"4",0,"SG",50,12
"nr448","Sutter","Franz",1973,0,"EVP",1384,9,"4",0,"SG",42,12
"nr458","Knaus","Markus",1961,0,"EVP",1555,10,"4",0,"SG",54,12
"nr468","Gächter","Katharina",1962,1,"EVP",2095,11,"4",0,"SG",53,12
"nr478","Eugster","Samuel",1991,0,"EVP",1331,12,"4",0,"SG",24,12
"nr488","Trappitsch","Daniel",1965,0,"Ü",2166,1,"5",0,"SG",50,12
"nr498","Varga","Irene",1959,1,"Ü",1592,2,"5",0,"SG",56,12
"nr508","Rohrer","Erich",1952,0,"Ü",1377,3,"5",0,"SG",63,12
"nr5113","Osterwalder Godenne","Luzia",1961,1,"Ü",1499,4,"5",0,"SG",54,12
"nr5210","Weibel","Christiane",1962,1,"Ü",1066,5,"5",0,"SG",53,12
"nr538","Ammann","Richard",1959,0,"BDP",11481,1,"6",0,"SG",56,12
"nr547","Baumann","Fabian",1991,0,"BDP",5336,2,"6",0,"SG",24,12
"nr557","Bischof","Manuel",1988,0,"BDP",3283,3,"6",0,"SG",27,12
"nr567","Breitler-Voigt","Veronika",1957,1,"BDP",4274,4,"6",0,"SG",58,12
"nr577","Caminada","Patrick",1987,0,"BDP",4067,5,"6",0,"SG",28,12
"nr587","Gabriel","Jörg",1962,0,"BDP",3064,6,"6",0,"SG",53,12
"nr597","Marti","Regula",1961,1,"BDP",4308,7,"6",0,"SG",54,12
"nr607","Niedermann","Lara Cassandra",1991,1,"BDP",2965,8,"6",0,"SG",24,12
"nr6112","Rizvi","Salim",1976,0,"BDP",2968,9,"6",0,"SG",39,12
"nr629","Rust","Melchior",1986,0,"BDP",3589,10,"6",0,"SG",29,12
"nr637","Steiner","Benjamin",1992,0,"BDP",2868,11,"6",0,"SG",23,12
"nr647","Zwicky","Thomas",1976,0,"BDP",4491,12,"6",0,"SG",39,12
"nr657","Müller","Walter",1948,0,"FDP",37769,1,"7",1,"SG",67,12
"nr667","Blaser","Urs",1958,0,"FDP",12383,2,"7",0,"SG",57,12
"nr677","Britschgi","Stefan",1962,0,"FDP",17092,3,"7",0,"SG",53,12
"nr687","Brunner-Müller","Elisabeth",1973,1,"FDP",12417,4,"7",0,"SG",42,12
"nr697","Dobler","Marcel",1980,0,"FDP",22390,5,"7",1,"SG",35,12
"nr706","Jäger","Jens",1977,0,"FDP",13890,6,"7",0,"SG",38,12
"nr7111","Locher","Walter",1955,0,"FDP",20304,7,"7",0,"SG",60,12
"nr728","Mächler","Marc",1970,0,"FDP",17840,8,"7",0,"SG",45,12
"nr736","Metzler","Kathrin",1972,1,"FDP",11849,9,"7",0,"SG",43,12
"nr746","Schorer","Isabel",1978,1,"FDP",13067,11,"7",0,"SG",37,12
"nr756","Stadler","Imelda",1959,1,"FDP",16996,12,"7",0,"SG",56,12
"nr766","Brunner","Toni",1974,0,"SVP",74777,1,"8",1,"SG",41,12
"nr776","Reimann","Lukas",1982,0,"SVP",71892,2,"8",1,"SG",33,12
"nr786","Müller","Thomas",1952,0,"SVP",57124,3,"8",1,"SG",63,12
"nr796","Büchel","Roland Rino",1965,0,"SVP",54544,4,"8",1,"SG",50,12
"nr806","Keller-Inhelder","Barbara",1968,1,"SVP",46960,5,"8",1,"SG",47,12
"nr8111","Egger","Mike",1992,0,"SVP",46364,6,"8",0,"SG",23,12
"nr828","Freund","Walter",1956,0,"SVP",40268,7,"8",0,"SG",59,12
"nr836","Hartmann","Christof",1976,0,"SVP",40728,8,"8",0,"SG",39,12
"nr846","Jud","Gottfried",1955,0,"SVP",37263,9,"8",0,"SG",60,12
"nr856","Rauper","Roman",1973,0,"SVP",36107,10,"8",0,"SG",42,12
"nr866","Scheiwiller","Paul",1966,0,"SVP",39155,11,"8",0,"SG",49,12
"nr876","Thalmann","Linus",1968,0,"SVP",39757,12,"8",0,"SG",47,12
"nr886","Gysi","Barbara",1964,1,"SP",32973,1,"9",1,"SG",51,12
"nr896","Friedl","Claudia",1960,1,"SP",27598,2,"9",1,"SG",55,12
"nr906","Brülisauer","Samuel",1994,0,"SP",15567,3,"9",0,"SG",21,12
"nr9111","Simmler","Monika",1990,1,"SP",17919,4,"9",0,"SG",25,12
"nr928","Walser","Joe",1962,0,"SP",17779,5,"9",0,"SG",53,12
"nr936","Surber","Bettina",1981,1,"SP",16774,6,"9",0,"SG",34,12
"nr946","Hasler","Etrit",1977,0,"SP",14549,7,"9",0,"SG",38,12
"nr956","Glaus","Katrin",1962,1,"SP",15395,8,"9",0,"SG",53,12
"nr966","Bullakaj","Arber",1986,0,"SP",17223,9,"9",0,"SG",29,12
"nr976","Dietrich","Dominik",1986,0,"SP",13099,10,"9",0,"SG",29,12
"nr986","Hüppi","Peter",1971,0,"SP",13821,11,"9",0,"SG",44,12
"nr996","Linsi","Katharina",1963,1,"SP",12884,12,"9",0,"SG",52,12
"nr1006","Bleichenbacher","Anna Viola",1997,1,"SP",1854,1,"10",0,"SG",18,12
"nr10111","Rüdiger","Tim",1994,0,"SP",1566,2,"10",0,"SG",21,12
"nr1028","Scheck","Andrea",1992,1,"SP",1107,3,"10",0,"SG",23,12
"nr1036","Aschwanden","Michael",1993,0,"SP",1159,4,"10",0,"SG",22,12
"nr1046","Keusch","Nadja",1994,1,"SP",847,5,"10",0,"SG",21,12
"nr1056","Stettler","Nicolas",1993,0,"SP",1076,6,"10",0,"SG",22,12
"nr1066","Schindler","Viviane",1995,1,"SP",1032,7,"10",0,"SG",20,12
"nr1076","Rüdiger","Leo",1996,0,"SP",1186,8,"10",0,"SG",19,12
"nr1086","Janssen","Natalie",1991,1,"SP",1482,9,"10",0,"SG",24,12
"nr1096","Benz","Jakob",1996,0,"SP",959,10,"10",0,"SG",19,12
"nr11010","Schmid","Dominique",1990,1,"SP",1169,11,"10",0,"SG",25,12
"nr11111","Gilli","Yvonne",1957,1,"GPS",27310,1,"11",0,"SG",58,12
"nr1129","Schwager","Thomas",1964,0,"GPS",6579,2,"11",0,"SG",51,12
"nr1136","Kündig-Schlumpf","Silvia",1955,1,"GPS",6111,3,"11",0,"SG",60,12
"nr1146","Sarbach","Michael",1981,0,"GPS",5321,4,"11",0,"SG",34,12
"nr1156","Hoare-Widmer","Susanne",1955,1,"GPS",3324,5,"11",0,"SG",60,12
"nr1166","Fäh","Marco",1973,0,"GPS",4018,6,"11",0,"SG",42,12
"nr1176","Noger","Eva",1961,1,"GPS",4391,7,"11",0,"SG",54,12
"nr1186","Müller","Clemens",1956,0,"GPS",4048,8,"11",0,"SG",59,12
"nr1196","Steinegger","Heidi",1960,1,"GPS",3057,9,"11",0,"SG",55,12
"nr1206","Siegenthaler","Ueli",1966,0,"GPS",3739,10,"11",0,"SG",49,12
"nr12111","Wolfer","Julia",1980,1,"GPS",3041,11,"11",0,"SG",35,12
"nr1227","Graf","Andreas",1963,0,"GPS",2545,12,"11",0,"SG",52,12
"nr1234","Oberholzer","Basil",1990,0,"GPS",3305,1,"12",0,"SG",25,12
"nr1244","Ryser","Franziska",1991,1,"GPS",2431,2,"12",0,"SG",24,12
"nr1254","Koller","Sebastian",1988,0,"GPS",2182,3,"12",0,"SG",27,12
"nr1264","Vinzens","Stephanie",1995,1,"GPS",1393,4,"12",0,"SG",20,12
"nr1274","Faust","Valentin",1991,0,"GPS",2211,5,"12",0,"SG",24,12
"nr1284","Meier","Esther",1989,1,"GPS",1300,6,"12",0,"SG",26,12
"nr1294","Cappelli","Seraina",1990,1,"GPS",3161,7,"12",0,"SG",25,12
"nr1304","Oberholzer","Simon",1992,0,"GPS",1409,8,"12",0,"SG",23,12
"nr13110","Rajkovic","Sana",1993,1,"GPS",1619,9,"12",0,"SG",22,12
"nr1325","Gschwend","Florian",1989,0,"GPS",1285,10,"12",0,"SG",26,12
"nr1334","Lachat","Micha",1993,0,"GPS",843,11,"12",0,"SG",22,12
"nr1344","Müller","Sascha",1990,0,"GPS",1242,12,"12",0,"SG",25,12
"nr1354","Gabathuler","Kathrin",1992,1,"FDP",2471,1,"13",0,"SG",23,12
"nr1364","Zwicky Mosimann","Elisabeth",1953,1,"FDP",2188,2,"13",0,"SG",62,12
"nr1374","Ambauen","Ronnie",1977,0,"FDP",2583,3,"13",0,"SG",38,12
"nr1384","Eberli","Michael",1974,0,"FDP",2535,4,"13",0,"SG",41,12
"nr1394","Gerber","Daniel",1961,0,"FDP",1738,5,"13",0,"SG",54,12
"nr1404","Good","Pius",1953,0,"FDP",3274,6,"13",0,"SG",62,12
"nr14110","Zwicky","Miriam",1985,1,"BDP",1564,1,"14",0,"SG",30,12
"nr1425","Strassmann","Dennis",1997,0,"BDP",714,2,"14",0,"SG",18,12
"nr1434","Moser","Remo",1988,0,"BDP",712,3,"14",0,"SG",27,12
"nr1444","Gempel","Nicolai",1983,0,"BDP",733,4,"14",0,"SG",32,12
"nr1454","Bischof","Jan",1991,0,"BDP",944,5,"14",0,"SG",24,12
"nr1464","Ammann","Roxanne",1990,1,"BDP",962,6,"14",0,"SG",25,12
"nr1474","Bayer","Niklaus",1949,0,"Ü",1907,1,"15",0,"SG",66,12
"nr1484","Tobler","Susanne",1961,1,"Ü",1659,2,"15",0,"SG",54,12
"nr1494","Holenstein","Remigius",1948,0,"Ü",1367,3,"15",0,"SG",67,12
"nr1504","Schmidt Oesch","Barbara",1956,1,"Ü",1070,4,"15",0,"SG",59,12
"nr15110","Aepli","Thomas",1964,0,"Ü",910,5,"15",0,"SG",51,12
"nr1525","Preising-Givotti","Monica",1968,1,"Ü",1370,6,"15",0,"SG",47,12
"nr1534","Kessler","Margrit",1948,1,"GLP",18932,1,"16",0,"SG",67,12
"nr1544","Lüthi","Sonja",1981,1,"GLP",7842,2,"16",0,"SG",34,12
"nr1554","Tanner","Jörg",1976,0,"GLP",6861,3,"16",0,"SG",39,12
"nr1564","Wicki","Martin",1964,0,"GLP",3955,4,"16",0,"SG",51,12
"nr1574","Rickert","Nils",1973,0,"GLP",4572,5,"16",0,"SG",42,12
"nr1584","Häusermann","Erika",1950,1,"GLP",3400,6,"16",0,"SG",65,12
"nr1594","Brunner","Thomas",1960,0,"GLP",4349,7,"16",0,"SG",55,12
"nr1604","Gasser-Beck","Jacqueline",1971,1,"GLP",3661,8,"16",0,"SG",44,12
"nr16110","Niederhauser","Nadine Cloé",1982,1,"GLP",3738,9,"16",0,"SG",33,12
"nr1625","Stadler","Benno B. A.",1964,0,"GLP",3603,10,"16",0,"SG",51,12
"nr1634","Müller","Andreas",1963,0,"GLP",2858,11,"16",0,"SG",52,12
"nr1644","Greiser","Sabine",1959,1,"GLP",2817,12,"16",0,"SG",56,12
"nr1654","Schnider-Stäheli","Michelle",1987,1,"GLP",1712,1,"17",0,"SG",28,12
"nr1664","Monstein","Andrin",1992,0,"GLP",1426,2,"17",0,"SG",23,12
"nr1674","Drittenbass","Joel",1992,0,"GLP",1125,3,"17",0,"SG",23,12
"nr1684","Gamma","Rebecca",1993,1,"GLP",1177,4,"17",0,"SG",22,12
"nr1694","Bisig","Andreas",1994,0,"GLP",868,5,"17",0,"SG",21,12
"nr1704","Leutenegger","Johannes",1993,0,"GLP",700,6,"17",0,"SG",22,12
"nr17110","Volken","Sandra",1991,1,"GLP",1370,7,"17",0,"SG",24,12
"nr1725","Uebelhart","Tobias",1988,0,"GLP",1279,8,"17",0,"SG",27,12
"nr1733","Zahner","Jeremy",1992,0,"GLP",1010,9,"17",0,"SG",23,12
"nr1743","Lengwiler","Robin",1994,0,"GLP",728,10,"17",0,"SG",21,12
"nr1753","Böhler","Lukas",1985,0,"GLP",1278,11,"17",0,"SG",30,12
"nr1763","Bruderer","Tobias",1994,0,"GLP",906,12,"17",0,"SG",21,12
"nr1773","Bösch","Sarah",1982,1,"Ü",3231,1,"18",0,"SG",33,12
"nr1783","Moser","Hans",1951,0,"EDU",2917,1,"19",0,"SG",64,12
"nr1793","Engler","Daniel",1974,0,"EDU",1561,2,"19",0,"SG",41,12
"nr1803","Leisi","Lisa",1964,1,"EDU",1990,3,"19",0,"SG",51,12
"nr1818","Zberg","Richard",1956,0,"EDU",1255,4,"19",0,"SG",59,12
"nr1823","Müller","Rudolf",1957,0,"EDU",1279,5,"19",0,"SG",58,12
"nr1833","Gysel","David",1967,0,"EDU",1429,6,"19",0,"SG",48,12
"nr1843","Jost","Martin",1975,0,"EDU",1403,7,"19",0,"SG",40,12
"nr1853","Senti","Bruno",1968,0,"EDU",886,8,"19",0,"SG",47,12
"nr1863","John","Jasmin",1972,1,"EDU",1237,9,"19",0,"SG",43,12
"nr1872","Köpfli","Stephanie",1994,1,"EDU",950,10,"19",0,"SG",21,12
"nr1882","Grossenbacher","Gabi",1987,1,"EDU",852,11,"19",0,"SG",28,12
"nr1892","Bearth","Ignaz",1984,0,"Ü",1590,1,"20",0,"SG",31,12
"nr1902","Bischof","Severin",1987,0,"Ü",2292,1,"21",0,"SG",28,12
"nr1918","Jau","Stephan",1978,0,"Ü",1524,2,"21",0,"SG",37,12
"nr1923","Schildknecht","Dominik",1992,0,"Ü",1660,3,"21",0,"SG",23,12
"nr1933","Uhler","Roland",1966,0,"SD",1350,1,"22",0,"SG",49,12
"nr1942","Zannin","Silvio",1974,0,"SD",739,2,"22",0,"SG",41,12
"nr1952","Preuss","Roland",1969,0,"SD",882,3,"22",0,"SG",46,12
"nr1962","Keel","Felix",1958,0,"SD",1102,4,"22",0,"SG",57,12
"nr1972","Giger","Marcel",1967,0,"Ü",2058,1,"23",0,"SG",48,12
"nr359","Hurter","Thomas",1963,0,"SVP",16028,1,"1",1,"SH",52,2
"nr1130","Aellig","Pentti",1962,0,"SVP",10363,2,"1",0,"SH",53,2
"nr2108","Schnetzler","Andreas",1964,0,"EDU",3167,1,"2",0,"SH",51,2
"nr360","Kessler","Martin",1968,0,"FDP",4395,1,"3",0,"SH",47,2
"nr430","Hotz","Florian",1979,0,"FDP",2423,2,"3",0,"SH",36,2
"nr530","Lüthi","Isabelle",1989,1,"Ü",1411,1,"4",0,"SH",26,2
"nr630","Penkov","Angela",1978,1,"Ü",1334,2,"4",0,"SH",37,2
"nr729","Bührer","Andreas",1968,0,"SVP",244,1,"5",0,"SH",47,2
"nr829","Kaul","Peter Simon",1956,0,"SVP",155,2,"5",0,"SH",59,2
"nr929","Munz","Martina",1955,1,"SP",10711,1,"6",1,"SH",60,2
"nr1029","Zubler","Kurt",1958,0,"SP",5842,2,"6",0,"SH",57,2
"nr1137","Kahler","Michael",1994,0,"SVP",461,1,"7",0,"SH",21,2
"nr1228","Hagen","Philipp",1994,0,"SVP",441,2,"7",0,"SH",21,2
"nr1326","Eichenberger","Iren",1957,1,"GPS",1216,1,"8",0,"SH",58,2
"nr1426","Bruderer","Stefan",1984,0,"GPS",881,2,"8",0,"SH",31,2
"nr1526","Lacher","Stefan",1992,0,"SP",366,1,"9",0,"SH",23,2
"nr1626","Schudel","Sophie",1997,1,"SP",459,2,"9",0,"SH",18,2
"nr1726","Montanari","Marcel",1985,0,"FDP",602,1,"10",0,"SH",30,2
"nr1819","Hauser","Res",1987,0,"FDP",493,2,"10",0,"SH",28,2
"nr1919","Grüninger","Beat",1963,0,"SP",213,1,"11",0,"SH",52,2
"nr2018","Gantenbein","Thomas",1960,0,"SP",119,2,"11",0,"SH",55,2
"nr369","Stolz","Daniel",1968,0,"FDP",7630,1,"1",0,"BS",47,5
"nr1138","Egeler","Christian",1970,0,"FDP",4640,2,"1",0,"BS",45,5
"nr2109","Gautschi","Nadine",1972,1,"FDP",2878,3,"1",0,"BS",43,5
"nr370","Haller","Christophe",1957,0,"FDP",3825,4,"1",0,"BS",58,5
"nr439","Mumenthaler","Stephan",1968,0,"FDP",4098,5,"1",0,"BS",47,5
"nr539","Eymann","Christoph",1951,0,"LPS",11216,1,"3",1,"BS",64,5
